"統一編號","商業名稱","商業地址","登記狀態"
"25980950","妮可精品行","高雄市苓雅區福建街２５８號１樓","歇業／撤銷"
"25983540","嬌滴滴寵物園","高雄市前鎮區永豐路７８之１號１樓","核准設立"
"25994096","帝大美學寵物生活館","高雄市三民區大順２路９７５號２樓","核准設立"
"25996067","犬匠寵物手作屋","高雄市小港區孔鳳路372號","歇業／撤銷"
"26003951","哈哈寶貝寵物美容館","高雄市三民區建元路６號","核准設立"
"26008739","佳寶寵物舘","高雄市鳳山區鳳頂路４２８號","核准設立"
"26016323","米妮美樂寵物沙龍","高雄市鼓山區大順一路９９９號１樓","核准設立"
"26035399","平福寵物美容屋","高雄市三民區正興路１０４號１樓","核准設立"
"26136431","固狗寵物造型","基隆市信義區信一路27號1樓","核准設立"
"26137017","狗當家寵物美容店","基隆市仁愛區愛五路36號1樓","核准設立"
"26143670","詮旺名犬","新竹縣竹東鎮三重里中興路２段２００號","停業"
"26156920","快樂狗屋","新竹市東區新莊里新莊街42號一樓","歇業／撤銷"
"26158048","成珍寵物","新竹市北區民富里經國路二段309號1樓","核准設立"
"26159285","芭比狗狗寵物生活館","新竹市北區光華里湳雅街10號一樓","核准設立"
"26159813","佳佳寵物店","新竹市北區磐石里西大路659巷10號一樓","歇業／撤銷"
"26161395","敗犬女王館","新竹市東區東山里食品路138號","歇業／撤銷"
"26186446","拾捌克拉寵物精品美容館","新北市新店區永業路20號(1樓)","歇業／撤銷"
"26187162","歐哈娜寵物美容工作室","新北市蘆洲區光榮路33號","核准設立"
"26187917","芙蘿寵物","新北市三重區仁愛街43巷32號(1樓)","核准設立"
"26189675","摩莉寶寶寵物造型精品","新北市永和區永利路198號","核准設立"
"26195542","虎爺寵物精品館","新北市三峽區大同路1之2號(1樓)","歇業／撤銷"
"26195563","台灣寵物悠活館","新北市板橋區陽明街64號","核准設立"
"26195640","派菲特寵物美容剪藝坊","新北市新莊區裕民街100號","核准設立"
"26197561","冠蓉寵物用品店","新北市新店區北新路2段187之1號(1樓)","核准設立"
"26239817","吳星慧寵物生活館","臺北市中山區中山北路3段53之8號","核准設立"
"26266573","狗仔基地寵物生活館","臺北市內湖區成功路5段26號1樓","歇業／撤銷"
"26309019","松樺犬貓坊","臺北市大安區基隆路2段120號","核准設立"
"26347750","犬犾猋寵物世界","臺北市內湖區內湖路2段468號","歇業／撤銷"
"26356510","茉莉寵物沙龍坊","臺北市文山區景興路225號","歇業／撤銷"
"26413054","來福愛犬館","屏東縣潮州鎮光華里光華路142號","歇業／撤銷"
"26422455","靚寶貝寵物美容生活館","臺南市安平區育平里健康三街75號1樓","核准設立"
"26423314","樂米寵物精剪工作坊","臺南市北區元寶里北園街8巷28號1樓","核准設立"
"26432616","犬冠軍寵物用品店","臺南市永康區建國里復興路33巷25號1樓","歇業／撤銷"
"26433349","嚕嚕麻寵物澡堂","臺南市永康區塩行里新行街113號1樓","核准設立"
"26437252","吉翔愛犬社","臺南市安平區怡平里永華六街287號1樓","歇業／撤銷"
"26439688","友狗棧寵物生活館","臺南市東區和平里仁和路95號之3(1樓)","核准設立"
"26441299","寵物情人生活館","臺南市仁德區仁義里中山路491號1樓","歇業／撤銷"
"26441679","寶咖咖寵物用品店","臺南市佳里區忠仁里中山路174號1樓","核准設立"
"26445078","米菲犬喵工坊","臺南市東區小東里東平路104號1樓","歇業／撤銷"
"26447744","狗漾寵物店","臺南市東區路東里大同路2段19巷4弄2號1樓","歇業／撤銷"
"26448407","永豐犬舍","臺南市將軍區保源里苓保26號","核准設立"
"26448906","鼎瀚優犬園","臺南市學甲區宅港里德安寮36號","核准設立"
"26449709","愛寵物","臺南市安平區石門里安平路578號1樓","歇業／撤銷"
"26450162","快樂犬舍","臺南市下營區營前里營前街11號1樓","歇業／撤銷"
"26450640","佳園犬舍","臺南市佳里區安西里忠孝路286號","核准設立"
"26459142","巴臘犬舍","臺南市西港區慶安里中山路421號1樓","歇業／撤銷"
"26459157","唐老鴨犬舍","臺南市鹽水區舊營里舊營1之30號1樓","核准設立"
"26459895","寵物窩美學館","臺南市中西區保安里海安路1段300號(沙卡里巴29號攤位)","歇業／撤銷"
"26461359","巧富寵物犬館","臺南市新營區鐵線里鐵線橋139之10號1樓","核准設立"
"26492917","豆佶寵物工作坊","嘉義縣朴子市博厚里南通路3段889號","核准設立"
"26508559","愛上刺青狗寵物時尚館","新北市中和區中山路3段81號","歇業／撤銷"
"26513080","虹寶寵物店","新北市土城區青雲路279號","歇業／撤銷"
"26513764","展翊犬舍美容館","新北市三重區民生街61巷18弄10號","歇業／撤銷"
"26515030","酷比熊寵物用品店","新北市樹林區學成路489號","核准設立"
"26515067","南京犬舍","新北市板橋區中山路2段553巷20弄2號(1樓)","歇業／撤銷"
"26515469","一寶寵物美容生活館","新北市淡水區水源街1段47巷31號(1樓)","歇業／撤銷"
"26516452","花嘴狗寵物美容生活館","新北市林口區麗園一街6巷4號1樓之4","核准設立"
"26518352","福氣寵物店","新北市新莊區中平路334號(1樓)","核准設立"
"26521379","凱菲寵物店","新北市林口區文化三路2段219之1號","核准設立"
"26528507","微笑世界寵物舘","新北市新店區北新路2段171巷21號(1樓)","歇業／撤銷"
"26528529","成功寵物坊","新北市新莊區成功街54號","歇業／撤銷"
"26529371","皇家寵物家族坊","新北市鶯歌區中正二路155之4號(1樓)、155之5號(1樓)","歇業／撤銷"
"26534769","成功寵物坊","新北市新莊區成功街54號","歇業／撤銷"
"26535731","晨恩犬舍","新北市新莊區建興街77巷1號(1樓)","歇業／撤銷"
"26537273","狗寶貝寵物生活館","新北市五股區成泰路3段2巷7號8樓之6","申覆（辯）期"
"26541852","尚悠寵物坊","新北市永和區永貞路443號","核准設立"
"26543606","小太陽寵物美容美學館","新北市永和區國光路81號","廢止"
"26543839","滿貫寵物館","新北市永和區中正路627號(1樓)","歇業／撤銷"
"26543872","樂朵寵物館","新北市中和區景安路41號(1樓)","核准設立"
"26545668","張佩華犬業","新北市淡水區忠山里奎柔山路752巷12號","核准設立"
"26546575","寶妮寵物美容坊","新北市蘆洲區民義街22巷13號","歇業／撤銷"
"26546815","犬家福寵物精品生活館","新北市板橋區南雅南路2段18號","歇業／撤銷"
"26549355","就是狗寵物美容店","新北市永和區智光街103號(1樓)","核准設立"
"26551204","頑皮世界寵物生活館","新北市八里區龍形一街31號","歇業／撤銷"
"26551345","洋朵兒寵物","新北市淡水區鄧公路51號","歇業／撤銷"
"26558446","心肝仔寵物美學館","基隆市中正區正砂里中正路99號1樓","廢止"
"26559590","親密夥伴寵物實業","基隆市仁愛區南榮路78號1樓","歇業／撤銷"
"26559655","名家莊寵物精品店","基隆市中山區西定路465號1樓","歇業／撤銷"
"26597497","沅鈞寵物生活館","桃園市中壢區永光里環西路二段三一二、三一四、三一六、三一八、三二０號","核准設立"
"26608635","大方犬舍","桃園市新屋區埔頂里三鄰三六號","歇業／撤銷"
"26611266","傑克寵物美容坊","桃園市桃園區西門里三民路三段92號","核准設立"
"26616494","鉫渼寵物概念館","桃園市桃園區中平里吉昌街三號一樓","歇業／撤銷"
"26622340","女王犬舍","桃園市中壢區內定里內定五街50巷12弄11號","歇業／撤銷"
"26625281","咪醬寵物美容坊","桃園市龜山區大華里文化五路225號1樓","歇業／撤銷"
"26626015","好狗莊犬舍","桃園市楊梅區永寧里老莊路505巷2號","歇業／撤銷"
"26630778","仁義犬舍","桃園市中壢區洽溪里洽溪子12之11號1樓","歇業／撤銷"
"26635062","冠軍名犬","桃園市大溪區仁愛里仁和路一段236號","歇業／撤銷"
"26639200","乖樂圓寵物美學館","桃園市平鎮區南勢里南東路47號1樓","歇業／撤銷"
"26652792","邦妮寵物美容沙龍","新北市新莊區中平路270巷27號(1樓)","核准設立"
"26664447","邦妮寵物美學學苑","新竹縣竹北市十興里文信路387號","歇業／撤銷"
"26664621","竹北寵物生活館","新竹縣竹北市北崙里縣政十六街137號","歇業／撤銷"
"26667140","狩護犬舍","新竹縣竹北市中華路206之1號","核准設立"
"26668112","娃娃的家寵物店","新竹縣橫山鄉新興村中豐路二段486號1樓","歇業／撤銷"
"26674487","懷櫻寵物美容沙龍","新北市板橋區長江路2段83號(1樓)","歇業／撤銷"
"26697783","璦瑪寵物生活館","新竹市東區振興里南大路426號一樓","核准設立"
"26723213","寵物閣商行","新北市新店區建國路98號1樓","核准設立"
"26724326","紫緹寵物寶貝美容房","新北市樹林區保安二街103號(1樓)","歇業／撤銷"
"26725015","無尾熊寵物店","新北市蘆洲區民族路300號1樓","歇業／撤銷"
"26726437","親穎水族設計館","新北市鶯歌區鶯桃路496號","核准設立"
"26727082","漿老板寵物沙龍","新北市板橋區板新路12號(1樓)","核准設立"
"26732326","漢克哈士奇寵物名店","新北市中和區德光路37號","核准設立"
"26733916","布西瓦厝寵物美容用品店","新北市新莊區新泰路2之13號1樓","歇業／撤銷"
"26738551","奇奇寵物美容精品館","新北市板橋區長江路1段110號1樓","歇業／撤銷"
"26739411","約珥寵物美容創意精品館","新北市中和區成功路15號(1樓)","廢止"
"26741492","好運吧精緻寵物旅店","新北市淡水區大仁街33號1樓","核准設立"
"26742176","可愛谷寵物生活館","新北市中和區南山路273號(1樓)","核准設立"
"26744955","好命狗寵物店","新北市中和區連城路294號","歇業／撤銷"
"26745531","強品名犬坊","新北市板橋區民生路3段165號","歇業／撤銷"
"26747550","犬澡堂加貓寵物精品美容店","新北市蘆洲區民權路100號","核准設立"
"26748185","威力犬舍","新北市新店區安康路3段710號(1樓)","歇業／撤銷"
"26748501","頭等艙寵物生活館","新北市新莊區後港一路76巷12弄2號(1樓)","核准設立"
"26749179","金鴻業企業商行","新北市土城區金城路3段239之1號","歇業／撤銷"
"26750415","哈利路亞寵物店","新北市新店區安德街169號1樓","核准設立"
"26751723","芽比寵物精品美容店","新北市三重區仁安街87號(1樓)","歇業／撤銷"
"26754714","天使與惡魔寵物沙龍","新北市永和區永貞路51號","歇業／撤銷"
"26756831","可樂寵物坊","新北市板橋區大勇街4巷2號(1樓)","歇業／撤銷"
"26759128","哈米寵物生活舘","新北市土城區學府路1段98巷17號(1樓)","核准設立"
"26759680","香永寵物美容坊","新北市三峽區大德路8號(1樓)","核准設立"
"26759730","宜祥寵物專賣店","新北市永和區永貞路364號","歇業／撤銷"
"26761476","澎澎寵物旅館","新北市板橋區新生街29巷15弄2號1樓","核准設立"
"26763798","和旺犬舍","新北市泰山區泰林路3段772巷17號","核准設立"
"26764712","嗨逗閣寵物店","新北市中和區景平路746號","核准設立"
"26765677","開心寵物生活館","新北市永和區中正路2巷27號","核准設立"
"26768870","拾參號星球寵物美容坊","新北市淡水區新市一路2段258號(1樓)","核准設立"
"26781156","德生寵物生活館","宜蘭縣宜蘭市大東里新民路68-1號","核准設立"
"26800463","巧和美寵物坊","臺中市西區五權七街4巷6號1樓","歇業／撤銷"
"26800581","小毛球寵物坊","臺中市北屯區舊社里僑孝街３２巷２號２樓之２","核准設立"
"26801152","優犬犬舍","臺中市大里區長榮里德芳南路310號1樓","停業"
"26801667","朵菈寵物館","臺中市北屯區后庄里中清路112之96號","歇業／撤銷"
"26801694","多力寵物精品旅館","臺中市南屯區向心里文心南二路398號","核准設立"
"26803476","逢甲庄寵物店","臺中市西屯區逢福里慶和街80號一樓","歇業／撤銷"
"26806699","熊美眉的店","臺中市大里區祥興里中興路二段８４６巷１７號１樓及２樓","核准設立"
"26810357","豆可貝絲寵物沙龍館","臺中市南屯區大興里南屯路二段109號","歇業／撤銷"
"26810928","魔斯凱歐專業犬舍","臺中市南屯區南屯里黎明路一段1101巷15號2樓","歇業／撤銷"
"26811503","新穎犬舍","臺中市東區東信里十甲東路157號","歇業／撤銷"
"26811519","天龍犬舍","臺中市南區國光里台中路388號2樓","歇業／撤銷"
"26811525","泰山犬舍","臺中市太平區東平里中和街64巷18號1樓","歇業／撤銷"
"26812854","有前途犬舍","臺中市霧峰區本鄉里光明街103號1樓","歇業／撤銷"
"26813489","神林寵物坊","臺中市大雅區員林里神林路一段477巷11號一樓","歇業／撤銷"
"26814712","巴布豆寵物生活館","臺中市西區公平里精誠路166號1樓","核准設立"
"26814781","山芙蓉寵物沙龍店","臺中市南屯區三厝里黎明路二段１３６號１樓、２樓及１３８號１樓","核准設立"
"26815233","樂都都寵物坊","臺中市西屯區何德里西屯路二段３２之９巷３號１樓、２樓","核准設立"
"26815775","狗的家寵物店","臺中市北屯區水湳里大連路一段２１號","核准設立"
"26816182","一級棒犬舍","臺中市太平區東汴里長龍路二段南國巷175號","歇業／撤銷"
"26817632","寬寬名犬館","臺中市西屯區何安里青海路二段50號1樓","核准設立"
"26817703","興山莊寵物館","臺中市潭子區聚興里潭興路一段湳底巷12號","歇業／撤銷"
"26818415","阿珠寵物小屋","臺中市霧峰區萬豐里中正路259號","歇業／撤銷"
"26826999","世曦犬舍","南投縣草屯鎮御史里玉成路49巷32弄6號1樓","歇業／撤銷"
"26848311","寶貝屋寵物美容","苗栗縣頭份市建國里7鄰中華路1383號","核准設立"
"26863516","旺旺寵物店","彰化縣田中鎮中路里中州路1段140號","核准設立"
"26892272","日曜犬社","南投縣水里鄉北埔村北埔街85號","核准設立"
"26893125","河馬犬舍","南投縣草屯鎮碧峰里保福街6巷20號1樓","歇業／撤銷"
"26895329","旺將寵物精品沙龍店","臺中市北區大仁街62號","核准設立"
"26926097","貓咪睡覺的地方","彰化縣員林市惠來里南昌路１２０號１樓","核准設立"
"26927841","忠良犬舍","彰化縣溪湖鎮東溪里員鹿路1段臨603號","申覆（辯）期"
"26927878","秋禾寵物店","彰化縣彰化市中庄里彰南路１段５號","核准設立"
"26928594","海豐犬舍","彰化縣田尾鄉海豐村光華巷112號","核准設立"
"26930445","一加一寵物生活館","彰化縣永靖鄉港西村中山路1段720號","核准設立"
"26931113","狗北鼻寵物生活館","彰化縣鹿港鎮萬壽路180號","核准設立"
"26931155","豪美犬舍","彰化縣員林市中東里山腳路5段186巷603號","歇業／撤銷"
"26932458","松大犬舍","彰化縣員林市鎮興里員東路1段85號","核准設立"
"26934028","狗寶貝犬舍","彰化縣埤頭鄉埤頭村中南路129巷51號","歇業／撤銷"
"26938755","幼妮精緻寵物生活舘","彰化縣北斗鎮居仁里復興路40號1樓","歇業／撤銷"
"26941153","翰林愛犬坊","彰化縣花壇鄉橋頭村中山路1段256號","核准設立"
"26947419","正統犬舍","南投縣竹山鎮延和里江西路5號","核准設立"
"26949134","養狗人家犬舍","南投縣草屯鎮御史里玉屏路北新巷35號","核准設立"
"26949612","紅龍犬舍","南投縣草屯鎮中原里中和路7-2號","核准設立"
"26949726","羅嬌吉娃娃犬舍","南投縣草屯鎮御史里玉成路1-61號","核准設立"
"26960221","曉太陽寵物生活館","臺中市西屯區逢福里福星路562號1樓","歇業／撤銷"
"26960279","喵喵寵物商行","臺中市豐原區鎌村里鎌村路５９１號１樓","核准設立"
"26960398","酷比家族寵物館","臺中市神岡區豐洲里豐洲路170號1、2樓","核准設立"
"26960469","狗阿店","臺中市神岡區豐洲里豐洲路332巷11號","核准設立"
"26962810","中清寵物店","臺中市北屯區后庄里中清路１１２-３７號1樓","歇業／撤銷"
"26964303","寵寵物語坊","臺中市太平區新吉里新平路三段210巷1號","核准設立"
"26964606","鼎勝法國鬥牛犬舍","臺中市沙鹿區竹林里中山路７６巷８６號１樓","歇業／撤銷"
"26965210","吉善鬆獅犬屋","臺中市大里區祥興里吉善一街98號","歇業／撤銷"
"26967028","安安貓咪寵物工作室","臺中市大里區長榮里德芳南一街226號","核准設立"
"26968271","佳佳寵物店","臺中市北屯區平和里梅川西路四段285號","核准設立"
"26969460","愛沛特商行","臺中市西屯區惠來里青海路二段６９號２樓","核准設立"
"26982415","新八寵物美容","臺中市北屯區松竹路二段215號1樓","核准設立"
"26983596","可麗愛犬美容屋國美店","臺中市西區昇平里中美街113號1樓","廢止"
"26984700","貝果寵物生活館","臺中市東區振興里台中路１５７號１、２樓","核准設立"
"26986221","可利王專業犬舍","臺中市太平區新福里樹德一街7號1,2樓","停業"
"26996635","寶育愛犬訓練場","臺中市霧峰區丁台里六股路213巷22號","核准設立"
"27191312","儷仕寵物用品坊","臺北市士林區福港街135號1樓","核准設立"
"29254452","寵物家寵物用品店","新竹市北區康樂里東大路三段三八三號一樓","歇業／撤銷"
"29258725","戀貓館","新北市樹林區千歲街６１巷８之１號","歇業／撤銷"
"29264368","佳寶寵物家族店","新竹市北區北門里經國路二段一五一號一樓","歇業／撤銷"
"29270679","狗狗喵喵寵物店","新北市新店區安康路２段４０號","歇業／撤銷"
"29271656","狗窩寵物精品店","新北市板橋區四川路1段87巷132號","核准設立"
"29272830","藤原寵物店","新北市蘆洲區中山一路２５７號１樓","歇業／撤銷"
"29274838","吉富寵物店","新北市新店區三民路75巷4弄9號(1樓)","歇業／撤銷"
"29291386","寶貝窩寵物美容造型屋","新北市三峽區大同路９８之４號","歇業／撤銷"
"29292054","卡比寵物店","基隆市安樂區武崙里基金一路一三五巷二一弄一號底一層之五","核准設立"
"29293477","魚中魚水族館","新北市土城區金城路２段２４６及２４８號","歇業／撤銷"
"29295279","貓狗的窩寵物坊","新北市中和區德光路６１號１樓","歇業／撤銷"
"29295340","龍辰寵物精品店","新北市三重區中正北路３４０號","核准設立"
"29318701","犬部屋寵物精品坊","新北市永和區仁愛路152號1樓","核准設立"
"29330424","小多里寵物用品店","桃園市蘆竹區五福里中山路１８１號１樓","歇業／撤銷"
"29331036","無尾熊寵物店","新北市蘆洲區民族路３００號１樓","歇業／撤銷"
"29332210","寶貝屋寵物店","新北市板橋區中正路１巷１６弄２３號","核准設立"
"29335027","中正寵物生活館","桃園市中壢區石頭里延平路５８３號１樓","核准設立"
"29346306","真愛寵物工作坊","新北市永和區中山路１段９６號１樓","歇業／撤銷"
"29388261","天籟鳥園","高雄市梓官區典寶里海景路３１巷１９弄２６號","歇業／撤銷"
"29421135","犬世界寵物生活館","臺南市東區東聖里中華東路2段119號1樓","歇業／撤銷"
"29430465","阿甘寵物王國舘","臺東縣臺東市中正里大同路一六二號","核准設立"
"29432549","愛犬之友寵物店","臺南市北區振興里長榮路4段201號1樓","核准設立"
"29452782","波比寵物屋","臺南市南區竹溪里健康路1段179號1樓","歇業／撤銷"
"29477502","欣華寵物坊","新北市新店區安祥路１４７巷６２號１樓","廢止"
"29479874","友和寵物百貨精品店","新北市板橋區雙十路２段３５號１樓","核准設立"
"29479993","亞意寵物名店","新北市三重區重陽路4段129號(1樓)","核准設立"
"30104262","皮卡丘寵物美容坊竹北店","新竹縣竹北市斗崙里縣政二路６６號１樓","核准設立"
"30107042","瑞安寵物店","新竹縣湖口鄉鳳山村瑞安街２９巷１號１樓","核准設立"
"30111572","頑皮世界寵物用品店","新北市永和區得和路３３１號（１樓）","歇業／撤銷"
"30113678","佑寶寵物生活館","新北市樹林區日新街６９號","核准設立"
"30118575","帕比寵物精品館","新北市新店區北新路３段２１６號１樓","歇業／撤銷"
"30126688","華冠寵物美容買賣店","新北市板橋區文化路２段５１８號１樓","歇業／撤銷"
"30131009","愛汀堡寵物美容精品店","新北市三峽區中山路１３２號１樓","歇業／撤銷"
"30149009","犬澡堂峰狗小莫寵物精品坊","新北市蘆洲區民權路１００號１樓","歇業／撤銷"
"30149795","宇彤寵物坊","新北市新莊區新泰路１０號（１樓）","歇業／撤銷"
"30151638","新旺寵物飼料用品店","桃園市新屋區新屋里中正路十六號","核准設立"
"30154804","犬貓學院風工作室","新北市蘆洲區中原路80號1樓","歇業／撤銷"
"30156325","微笑旺喵寵物精品生活館","新北市板橋區新海路124號1樓","歇業／撤銷"
"30159408","寶貝狗狗美容生活館","新北市樹林區學林路102號(1樓)","核准設立"
"30166323","比佛利寵物水族時尚館","新北市蘆洲區重陽街99號及101號","核准設立"
"30181345","馬吉家族寵物館","新北市板橋區中正路１３２號１樓","核准設立"
"30186518","犬貓小屋寵物店","新北市鶯歌區中正二路１８７之２號１樓","歇業／撤銷"
"30190386","狗先生寵物精品生活館","新北市中和區信義街97號(1樓)","歇業／撤銷"
"30193519","皇家寵物精品百貨店","新北市中和區信義街８１號","核准設立"
"30198423","黃太太名犬繁殖場","桃園市新屋區社子里９鄰番婆坟１６之５號１樓","歇業／撤銷"
"30203621","世紀寵愛精品館","花蓮縣花蓮市國風里林森路164號1樓","停業"
"30211185","狗窩寵物美容館","桃園市八德區大智里介壽路一段七五八巷六號一樓","核准設立"
"30213199","白佳代寵物美容館","桃園市桃園區南埔里大興西路二段二五七號一樓","核准設立"
"30221682","藝上寵物美容商行","桃園市蘆竹區南榮里光明路一段一一一號","歇業／撤銷"
"30222556","沅銘寵物水族百貨館","桃園市中壢區後寮里環中東路二段四九五號一樓","核准設立"
"30225821","粗粗犬舍","桃園市中壢區普忠里普仁路九一之二十號","核准設立"
"30227004","名狗屋寵物店","桃園市平鎮區金陵里金陵路二段一０二號一樓","遷他縣市"
"30227004","名狗屋寵物店","臺中市太平區新坪里育賢路２２６號１樓","歇業／撤銷"
"30245782","亞米寵物生活館","桃園市蘆竹區上竹里大竹路四二八之十號一樓","停業"
"30248633","虹熹寵物生活舘","新北市板橋區民生路２段１８３號１樓","歇業／撤銷"
"30252609","喬森寵物美容坊","基隆市中山區成功二路29號1樓","核准設立"
"30257392","親密伙伴寵物店南榮分店","基隆市仁愛區育仁里南榮路78號1、2樓","廢止"
"30261059","薇妮寵物生活館","桃園市中壢區福德里成章一街１７號１樓","核准設立"
"30266131","永樂犬舍","新北市永和區和平里永平路144號","歇業／撤銷"
"30266907","寵物星球坊","新北市新店區江陵里民權路101號","停業"
"30266929","毛毛寵寵物工坊","新北市三重區慈祐里仁愛街417號1樓","核准設立"
"30267130","弘光犬舍","新北市三重區光田里三光街39號","停業"
"30268953","接狗接貓寵物百貨行","新北市新店區三民路60巷5號","核准設立"
"30269480","金松犬舍","新北市淡水區學府路128巷6號","核准設立"
"30270557","妃堡名犬寵物培育館","新北市新店區溪園路387號","歇業／撤銷"
"30271388","露西寵物店","新北市三重區重新路4段136號","核准設立"
"30271556","貓狗大站汪喵工坊","新北市汐止區興福里福德二路23號","核准設立"
"30271850","只有狗狗寵物店","新北市蘆洲區成功里永康街16號","歇業／撤銷"
"30272416","小芝麻寵物坊","新北市鶯歌區二橋里中正三路7號","歇業／撤銷"
"30274174","泰迪貴賓寵物館","新北市新店區安忠路175巷16號","歇業／撤銷"
"30274189","泰迪寵物館","新北市新店區安康路1段275號","歇業／撤銷"
"30275413","玲瓏寵物美容工作室","新北市三重區五福里自強路5段105號","歇業／撤銷"
"30278306","狄士佳專業寵物美容工作室","新北市新莊區中全里中誠街143號","歇業／撤銷"
"30279375","狗妹寵物美容館","新北市三重區光陽里中華路20巷20號1樓","核准設立"
"30279972","寵愛物語寵物生活館","新北市深坑區北深路2段182號1樓","核准設立"
"30284102","酷寶貝寵物美容工作坊","新北市新莊區中和街125巷6號1樓","核准設立"
"30285756","宥良犬舍","新北市萬里區野柳里港東新邨12號","歇業／撤銷"
"30286713","鈺璇犬猫生活館","新北市新莊區立言里新泰路277巷1號1樓","歇業／撤銷"
"30289900","蔓蒂寵物住宿渡假庭園","新北市新店區直潭二街69號1樓","廢止"
"30290076","好的寵物沙龍","新北市中和區自立路163號","核准設立"
"30292840","桃子腳寵物美容院","新北市樹林區大成路12號1樓","歇業／撤銷"
"30294805","多多犬舍","新北市土城區永豐路255巷27弄40號","歇業／撤銷"
"30295277","酷瑪寵物美容店","新北市蘆洲區長興路15號","核准設立"
"30297922","汪汪屋寵物美容店","新北市土城區福仁街48號","歇業／撤銷"
"30298008","卡哇依寵物美容坊","新北市中和區莒光路22號","核准設立"
"30298020","幸福狗寵物沙龍","新北市林口區文化二路1段341號","核准設立"
"30300010","橘子寵物坊","新北市三重區自強路5段24號1樓","廢止"
"30300291","啾愛寵物店","新北市新莊區自信街65巷24號","歇業／撤銷"
"30302191","犬太寵物生活館","新北市中和區景新街383巷74號1樓","核准設立"
"30303620","荳奇企業社","新北市三重區集賢路1號","歇業／撤銷"
"30305084","可兒寵物店","新北市新店區安康路2段28號","核准設立"
"30305556","喵狗澡堂","新北市三重區信義街45號","歇業／撤銷"
"30306648","旺田寵物美容館","新北市中和區景安路41號","歇業／撤銷"
"30306725","酷寶寶寵物百貨店","新北市三重區大榮街5號1樓","歇業／撤銷"
"30307013","芷妍寵物美容用品店","新北市板橋區懷德街105號","核准設立"
"30308168","艾妮塔寵物精品美容店","新北市樹林區日新街96號(1樓)","核准設立"
"30317201","貝麗寵物店","新北市泰山區明志路１段４８５號","廢止"
"30321916","品言商行","新竹市東區三民里中華路二段255號一樓","歇業／撤銷"
"30324717","竹優專業寵物美容","新竹市東區振興里振興路38號","核准設立"
"30329733","狗來富貓來福寵物美容精品","新竹市東區復中里民生路217號","核准設立"
"30334779","巴魯的家寵兒館","新竹縣竹北市光明九路１８０之５號","歇業／撤銷"
"30342898","寵愛寵物美容生活館","宜蘭縣羅東鎮信義里興東路222號","核准設立"
"30356870","狗來富寵物店","桃園市桃園區泰山里中山路４２３號１樓","歇業／撤銷"
"30375314","媽咪寵物店個人工作室","基隆市仁愛區智仁里延平街19號1樓","歇業／撤銷"
"31401965","小茜寵物美容","新竹市北區潛園里中山路一八四號一樓","核准設立"
"31405890","希旺狗窩店","新北市新莊區中正路８６７之３號","歇業／撤銷"
"31406103","千銣犬舍","新北市中和區大智街５５巷２６號１樓","歇業／撤銷"
"31425973","牛牛屋寵物精品旅館","基隆市安樂區七賢里安樂路２段９８號１樓","核准設立"
"31434712","雪之犬寵物美容店","新北市樹林區中華路151號","核准設立"
"31452653","紅騰寵物生活館","新北市三重區重陽路３段１４８號１樓","歇業／撤銷"
"31471434","聖川商行","新北市泰山區仁武街90號","歇業／撤銷"
"31475635","翔安美容精緻寵物坊","桃園市桃園區東埔里正康二街２２９號１樓","歇業／撤銷"
"31478725","嘉年華寵物店","新北市板橋區中正路１４０號","歇業／撤銷"
"31484819","狗寶貝寵物美容用品行","新北市板橋區四維路144號1樓","核准設立"
"31487421","恬妞寵物店","新北市鶯歌區南雅路447號、449號(1樓)","核准設立"
"31492487","國皇寵物店","桃園市大溪區仁文里介壽路九七九號","核准設立"
"31500022","可麗寵物美容坊","新北市三峽區國光街43巷3號","歇業／撤銷"
"31511800","唉唷媽媽寵物生活館","金門縣金湖鎮山外里黃海路11號","核准設立"
"31513758","小腳印寵物美容工作坊","基隆市安樂區基金一路208巷164弄23號3樓","歇業／撤銷"
"31515215","波比寵物店","基隆市仁愛區愛一路93號1樓","核准設立"
"31516951","好運狗寵物美容坊","基隆市七堵區百五街53號1樓","核准設立"
"31518472","艾寶貝寵物水族百貨店","基隆市中山區安一路43號1樓","核准設立"
"31552816","永順犬舍","桃園市大溪區仁愛里慈光街79巷24號","歇業／撤銷"
"31556411","楊梅長短毛吉娃娃犬舍","桃園市楊梅區水美里新梅九街6號1樓","歇業／撤銷"
"31556685","捷勝犬舍","桃園市中壢區自治里強國路53巷12號3樓","核准設立"
"31560506","順鴻寵物坊","桃園市中壢區內厝里中正路四段38號1樓","核准設立"
"31562758","行家寵物美容生活坊","桃園市平鎮區湧豐里南豐路190巷4號","核准設立"
"31565951","高峰犬舍","桃園市楊梅區富豐里富裕街258號","核准設立"
"31567542","陸八八寵物店","桃園市桃園區萬壽里萬壽路三段123號","歇業／撤銷"
"31570928","法鬥犬舍","桃園市中壢區忠福里福安一街15巷14號1樓","歇業／撤銷"
"31578597","中隆寵物商行","桃園市中壢區仁美里中山東路三段105號1樓","廢止"
"31591944","藍菓子寵物店","新竹縣竹北市中正西路748號","停業"
"31593909","快樂狗寵物旅館","新竹縣湖口鄉長嶺村中平路一段４３９巷１４６弄８６號１樓","歇業／撤銷"
"31595483","多利寵物時尚生活舘","新竹縣竹北市中華路182號1F","核准設立"
